"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name","ReviewLength"
"2731","Simple, quick, easy to use and tailor to your needs","https://itunes.apple.com/us/reviews/id636803323","calm14now","2.2.1",5,"Awesome app!  Simple to use... stories and meditations are very simple to understand and quick.  You can choose a longer version if you have more time too!
Perfect for anyone especially those who may not have a lot of time!",2019-04-02,"shine",223
"2732","I love it but....","https://itunes.apple.com/us/reviews/id243240198","Can't trust this game","2.2.1",5,"My evening meditation app is busted!!!! All I hear is the background transient music and the voice over disappeared!!! Someone please help me!!!! This is my fave one and the only one that appears to not be working :((((",2019-04-02,"shine",219
"2733","I am not a dog and don't want to be addressed as one","https://itunes.apple.com/us/reviews/id391329766","jdiiebdnslkan","2.2.1",1,"This morning I received Shine's daily text (as did everyone on its subscriber base) addressing me as a dog owner would: ""Who's a good Melissa? You areeeee. Yes, you are! Your Monday motivation hack: Talk to yourself like a pet. Seriously."" Seriously? Eat dog food. I initially liked shine for its strategic essays on overcoming daily travails like being overwhelmed by an unachievable to-do list. Now its posts are trite, if not utterly tone deaf because they seem to be written from a place of coddled self-absorbedness. The latest post, about talking to yourself like a pet, is demeaning in its endeavor to encourage patronizing tones on oneself rather than truly home an empowering message. It's the writer's inane strategy based on her realization that she treats her dog better than herself; speaking the language of dumb and basic was never considered a strategy for self respect, which makes this even more asinine. But hey, if someone needs to squeeze out ""good boy!"" rhetoric after defecating, then this is the service for them. Good for Haley, the writer. I hope she finds her sense of self worth in speaking the language of dumb when encouraging herself to get out of bed in the morning.",2019-04-01,"shine",1198
"2734","Awesome! Best app ever!","https://itunes.apple.com/us/reviews/id33565310","JZippy04","2.2.1",5,"I love it.",2019-04-01,"shine",10
"2735","Darilee65","https://itunes.apple.com/us/reviews/id728226113","darilee65","2.2.1",5,"Really great app",2019-03-31,"shine",16
"2736","Nothing but a tease","https://itunes.apple.com/us/reviews/id31135427","Robbdiver","2.2.1",2,"Free version? Is that what that is? Not even enough here to entice you to want to pay for the app. 
The idea behind it is nice but what was accessible in the free version isn’t much of a sample at all and definitely did not convince me to want to pay for it.  I would have to say that currently the app is  unimpressive. 
Offer more for free if you’d like more pay customers because, so far, it doesn’t make me feel like I need or really want it when so many other apps and resources are available. 
Like I said though, the idea is nice. Help to change my mind and I’d be happy to change my review",2019-03-31,"shine",597
"2737","Great self-care app","https://itunes.apple.com/us/reviews/id112612063","Bearbelle","2.2.1",5,"The meditations and daily rituals are very soothing. I’m enjoying the check-ins and the various prompts to dig deeper such as journaling, listening to a pep talk or reading an article. I also find the bedtime stuff helpful for when I’m struggling to sleep. This is a great app to help jump start mindful and self-care practices.",2019-03-31,"shine",328
"2738","Can’t favorite any messages","https://itunes.apple.com/us/reviews/id408387290","leeniebean16","2.2.1",3,"I really like the audio sessions and the articles, but I’m frustrated that I am not able to favorite any shine texts. On the favorites screen, the instructions on how to favorite messages does not go away and is not able to be swiped away. I'm unable to access the messages and set favorites up, which I would really like to be able to utilize in the app!",2019-03-31,"shine",355
"2739","Best way to start your day","https://itunes.apple.com/us/reviews/id270357895","Aly.kue","2.2.1",5,"Shine has been a part of my daily routine for about a year now. It has really been a critical component of my self care and remaining grounded and intentional in this crazy world. Shine on!",2019-03-30,"shine",189
"2740","Poor Customer Service","https://itunes.apple.com/us/reviews/id628042766","nicknames7368","2.2.1",2,"The app is fine, but I’ve sent 4 email messages requesting to cancel my account (3 during the trial) and have never heard from them. The only messages I receive are attempts to charge me for the service.
I’m very disappointed and wouldn’t sign up now even if it were free.",2019-03-30,"shine",272
"2741","Cardio","https://itunes.apple.com/us/reviews/id998622284","cardioooooo","2.2.1",5,"Cardiogym",2019-03-30,"shine",9
"2742","Browser the website safety","https://itunes.apple.com/us/reviews/id998545803","babygirl9126","2.2.1",5,"Because I have brouse the web private",2019-03-30,"shine",37
"2743","Helps me every day!","https://itunes.apple.com/us/reviews/id161835823","Yougotrossed","2.2.1",5,"I’ve been using Shine for a few years now and it has really enriched my life. The daily messages help remind me of valuable lessons I forget (or didn’t know/realize at all) and each time they add a feature it improves my experience. I fell in love with Shine for the uplifting reminders that we’re all in this together and keep coming back for the new exercises it teaches me.",2019-03-29,"shine",376
"2744","Shine app","https://itunes.apple.com/us/reviews/id818736773","livid12","2.2.1",1,"I did not see anywhere when I downloaded this app that I would be required to pay for everything that I need to help me. I am uninstalling.",2019-03-29,"shine",139
"2745","So helpful","https://itunes.apple.com/us/reviews/id32839775","Leeroo11","2.2.1",5,"I love this app. It gets me in the right mindset at the beginning of the day! Highly recommended for anyone who has trouble taking a minute to just pause or reflect!",2019-03-29,"shine",165
"2746","Please switch back the check in order!","https://itunes.apple.com/us/reviews/id444781985","SG1129","2.2.1",5,"Love this app. The simple act of expressing gratitude and ways to feel good has made a big difference during a stressful period of my life. A request, though: please switch back to check in before the track of the day etc. It’s annoying because this sequence is part of my ritual and now I can’t check in without reviewing the extra stuff. I’m going through a family emergency and sometimes all I have is literally one minute to express gratitude. Feels like I’m being punished or forced to do something before I get my check in. Also, the ability to search tracks would be amazing! Thank you!",2019-03-29,"shine",593
"2747","Overall review","https://itunes.apple.com/us/reviews/id269707561","Evestur","2.2.1",5,"I have gotten shine texts for q couple of years now and just subscribed to the year app. Very impressive site. The short sound bites are perfect and well-done.  \ There is something for everybody in this app and it gets <U+2B50><U+FE0F><U+0001F33C><U+0001F31E><U+0001F49B><U+0001F511>from me.",2019-03-29,"shine",234
"2748","Talk about self-care","https://itunes.apple.com/us/reviews/id86951308","karinarina","2.2.1",5,"As someone who has learned the hard way that self-care is not optional, I really appreciate the way this app has been helping me put me as a priority in my life for the last month. Every morning I start my day with a reminder of the why behind my actions, gratitude, and mediation to keep me centered. Thank you so much Shine team for putting something this effective together, I have really benefited thus far. And I’m not stopping here!",2019-03-29,"shine",438
"2749","Rating","https://itunes.apple.com/us/reviews/id245651093","Kkcmcv","2.2.1",3,"Like this to certain point . Prefer to see if real person would be on receiving end of checking in vs standard message that always say the same thing even if you reply with nothing to be grateful for the day. Disappointing for sure as felt like no one was truly there.",2019-03-29,"shine",268
"2750","I love Shine!","https://itunes.apple.com/us/reviews/id303255206","ChizzyChica","2.2.1",5,"This app helps you cultivate a true HABIT of Gratitude. You get daily reminders to log your thanks, and they help you commit to DAILY self care. There is an abundance of insightful article and awesome meditations. I love that their reads include lots of psychology studies and quotes from specialists in mental health. I use this everyday and I see a real difference in my mood and perspective. You can save the stuff that speaks to you, and get a celebratory logo every time you write you gratitudes. Soooo worth it!!!",2019-03-29,"shine",519
"2751","Love this app!","https://itunes.apple.com/us/reviews/id538057780","JessEliB","2.2.1",5,"Found this app to be worth every penny! Soothing, relaxing, calming... great articles and challenges for dealing with friends and family- and myself. Lots of self-revelation, acceptance, and motivation here!",2019-03-29,"shine",207
"2752","Inspirational","https://itunes.apple.com/us/reviews/id37194579","rudysan","2.2.1",5,"A really high quality thoughtful app that really helps you with the ups and downs of life.",2019-03-29,"shine",90
"2753","Loving to Shine!","https://itunes.apple.com/us/reviews/id143697289","OmaX3","2.2.1",5,"This is such a great app. I enjoyed the 7 day challenges and the great advice that cover so many topics. This is exactly what I was looking for in a daily self care app.",2019-03-29,"shine",169
"2754","Absolutely Inspiring","https://itunes.apple.com/us/reviews/id135762297","JenniferDavisSharp","2.2.1",5,"Found this app after reading about it in Maxie McCoy’s book, “You’re Not Lost,” and so glad I did! Wonderful when you would like some mindfulness time or just want to go to sleep (“Nightcaps”). I really love it and use it more than any other app I have",2019-03-29,"shine",252
"2755","Radiating","https://itunes.apple.com/us/reviews/id230789648","RayoDiSolo87","2.2.1",5,"I thought I would just Shine a bit brighting, but I’m radiating with gratitude, positivity, and joy. How I heard about it: I was going through some things one week and I shared with a friend that I would like to stop crowd sourcing my decisions. The next day, she sent me a Shine article discussing items to consider when crowd sourcing YOUR decisions. That moment I decided to check out the App and do the a trial. The rest is history. 

This App has become part of my morning routine. I wake up, shower and do my daily check-ins before I walk out of my place. It has significantly helped with establishing a positive mindset for my day. I consider myself generally positive and optimistic; with this App by my side I feel more Resilient than I have been in a long time. The content of the articles, meditations and challenges are spot on and not very lengthy. I like having bite size information that I can digest and implement in my day. I highly recommend this to anyone who needs a daily reminder and strategies to maintain a sense of balance in their lives.",2019-03-29,"shine",1063
"2756","Uplifting","https://itunes.apple.com/us/reviews/id127451862","Hdgbcjxyjx","2.2.1",5,"Shine helps me stay grounded. I love the meditation section for when I’m going to sleep!",2019-03-29,"shine",88
"2757","Fantastic App","https://itunes.apple.com/us/reviews/id108802771","Jeep171","2.2.1",5,"Use it in the morning and night. Really helping a lot. Keep it coming. Thank you",2019-03-29,"shine",80
"2758","Love this app!!!","https://itunes.apple.com/us/reviews/id332845864","brooklynhal","2.2.1",5,"This app has exactly what I need every. single. day. Whether it’s a motivational message, thought-provoking article, or a meditation that gets my mindset right—the app constantly helps me get out of my own way, be kind to myself, and go after my big goals. I never even realized how hard I was on myself until I upgraded to Premium and started listening to the meditations daily.
Shine has taught me how to retrain the way I talk to myself, and I’ve already seen it change my life. I’ve quieted the Regina George of my mind! Download this app and upgrade to Premium—you won’t regret it.",2019-03-29,"shine",586
"2759","More than meditations","https://itunes.apple.com/us/reviews/id7433533","brittabrack2013","2.2.1",5,"I love the articles because it’s a moment to reflect AND learn every day, and it’s super fast and uplifting. And the meditations are great, but I love that there’s so much more (like challenges which are awesome). Keep doing what you’re doing, Shine!!",2019-03-28,"shine",251
"2760","New App features","https://itunes.apple.com/us/reviews/id861321852","SwanV61","2.2.1",5,"I’m enjoying them! Thank you for adding them.",2019-03-28,"shine",45
"2761","Holds Me Accountable","https://itunes.apple.com/us/reviews/id170443473","Jl_Avery22","2.2.1",5,"I absolutely love the Shine App! I use it every morning and feel inspired to start my day. It provides useful tips and tracks too for when my day gets a bit rough. The articles they share are amazing too! I highly recommend this app to all of my friends.",2019-03-28,"shine",254
"2762","Love Shine","https://itunes.apple.com/us/reviews/id647046543","185RL","2.2.1",5,"Don’t know where I would have been without my shine text every morning or
My shine app that I can go to when ever 
I need it . Shine will always be with me no 
Matter where I am . I Truly benefit from Shine and my life would of been broken with it As I go through my journey of trying to find out who I am. I feel 100% better when I get my text in the morning & I’m more focused on what I need to accomplish that day. Thank you Shine . 
If you don’t have the Shine app you should download it it is worth it and maybe you can save your life to.",2019-03-28,"shine",543
"2763","Still love it!","https://itunes.apple.com/us/reviews/id16861458","AdsensMom","2.2.1",5,"This app literally just keeps getting better! The “night caps” are my fave and would totally be worth the price of the app! There is so much more in the app that is excellent but those “boring retellings” of my fave old school movies put me to sleep every time! Love it! <U+0001F970><U+0001F970><U+0001F970><U+0001F970><U+0001F970>",2019-03-28,"shine",276
"2764","Poor customer service","https://itunes.apple.com/us/reviews/id227066960","JakeandRosie","2.2.1",1,"I bought this app during their half-price sale, and I really enjoyed the programs I heard. I then cracked my phone screen and had to get a replacement and now my new phone will not acknowledge that I purchased this app. I have contacted customer service so many times I cannot tell you and I get no answer. They say they will respond within 2 to 3 days and they don’t. An app is only as good as it’s customer service.",2019-03-28,"shine",417
"2765","Great motivator","https://itunes.apple.com/us/reviews/id234061206","NtoMbeng","2.2.1",5,"Of course with any app they push you to subscribe and pay but I think I can manage to use it without paying, so far so good. My fav part is the daily texts that Shine sends every morning !",2019-03-27,"shine",188
"2766","Good idea but needs work","https://itunes.apple.com/us/reviews/id15226659","Curlygrrl","2.2.1",2,"I love the idea of this app, and the diverse voice that it brings to the mind/body space. But so far I’m finding this to be so frustrating to use. I can’t find a search feature, so I can’t quickly search for meditations that are interesting to me. I can’t “save” mediations I’d like to refer to. I’d like to delisted to one, but can’t figure out how to restart it. Functionality seems very limited. I got this (paid) on recommendation from The Forever 35 podcast and am sorry I did, it doesn’t seem very useable.",2019-03-27,"shine",512
"2767","Charged twice for free trial","https://itunes.apple.com/us/reviews/id23683605","Rebecca O Carter","2.2.1",1,"I was charged twice for a free trial that I ended on time. No response from customer service.",2019-03-26,"shine",93
"2768","Very limited content","https://itunes.apple.com/us/reviews/id20727909","hmswetuopte","2.2.1",1,"I purchased this app and it is very limited. Extremely disappointed.  I have tried to stop getting the daily text reminders and I am unable to stop them.  I have emailed their support with no response.",2019-03-26,"shine",201
"2769","What a Gift!","https://itunes.apple.com/us/reviews/id452518835","PrezTJ","2.2.0",5,"Shine is such a great interactive, motivational tool for mindfulness.  It has something for everyone and for every mood.  If you want to meditate, there are guided sessions in short bites.  If you want to read, there are articles relevant to various topics of interest.  When you feel empowered to look in the mirror and hold yourself accountable, there is a check in feature that asks pointed questions for you to enter your thoughts.  They also hit the nail on the head with the ability to share, which can be a nice pick-me-up for friends.  Shine has been the best gift to myself this year.  I highly recommend it!",2019-03-24,"shine",617
"2770","$$??","https://itunes.apple.com/us/reviews/id569659174","markincherryhill","2.2.0",3,"A great app. But it’s a shame that money gets involved. I mean it is a self-help app?",2019-03-24,"shine",85
"2771","Amazing","https://itunes.apple.com/us/reviews/id647818359","EuniqueD","2.2.0",5,"I love getting a daily pick me up. The content is always so great, I’ve referred 3 friends and they love it",2019-03-24,"shine",107
"2772","I love Shine","https://itunes.apple.com/us/reviews/id42962689","Angie(MillerTime)","2.2.0",5,"Shine has helped me get my anxiety and depression under control and the people there are so friendly and helpful!",2019-03-24,"shine",113
"2773","Disappointed","https://itunes.apple.com/us/reviews/id35232450","ilovetyty","2.2.0",1,"Will send push notifications and then go on site and can’t search for them. Haven’t gotten much from app thus far. Only been a week. Will give more time but disappointed so far.",2019-03-22,"shine",177
"2774","Shine on!!","https://itunes.apple.com/us/reviews/id36883515","Giggleslulu","2.2.0",5,"Love the app because it saves your takeaways from each session and you can go back an review later. The “what r u grateful for; one quick answer is awesome”",2019-03-22,"shine",156
"2775","Got charged three times despite canceling","https://itunes.apple.com/us/reviews/id698514856","Pitakelly13","2.2.0",1,"Even though I hit the button to cancel my subscription on day 7 of the trial. I was charged by Apple Pay, the credit card on file with Apple Pay, and through iTunes. 
I reached out to them by phone and it went to a Time Warner Cable Subscriber voicemail, and then I sent an email to them with the receipts attached three days ago and I have received no response except for an auto reply stating they received my email. 

This has stressed me out so badly, and made my so angry that it goes against everything the app holds itself out to be. 

Don’t waste $160 like I did!",2019-03-22,"shine",571
"2776","I want to cancel my subscription to Shine. How do I do it?","https://itunes.apple.com/us/reviews/id168933676","Donna1443","2.2.0",1,"Donna Holden Hemenway",2019-03-22,"shine",21
"2777","Shine on","https://itunes.apple.com/us/reviews/id882424353","adkmhk","2.2.0",4,"Excellent information that is well researched!",2019-03-22,"shine",46
"2778","Alone and challenged","https://itunes.apple.com/us/reviews/id384427213","Sr Yahooer","2.2.0",5,"I move 1500 miles away to sunny climate for my health and was struck by yet another debilitating challenge. Not having a social network yet, I turned to the internet for support and direction only to find “SHINE.” The .com site gave me an overview of their resources, but time restrained, I only signed up for the Daily Texts.”

It was uncanny and fortuitous that some days the topic was like I had requested a focus on that issue or motivation. Shine helped me to seek balance in my life and get through a traumatic episode that required 18 months of preserving determination to overcome its deleterious impact on my life. The emphasis on balance alleviated my fears and allowed me to reach out to others. I now have a social network and four “girl-buddies” 10-12 years younger than me. At 72, there perspective, outlook and energy encourages me to be open and flexible; totally 
energized!

I was blessed to have found SHINE.

Thank you,
Forever Grateful",2019-03-21,"shine",956
"2779","Self-care Necessity","https://itunes.apple.com/us/reviews/id229959196","Mollskb","2.2.0",5,"This app is amazing! Whether you are new to self-care or have been practicing self-care for a long time, Shine is the perfect app for you. The daily advice is delivered in the style of a perfect pep talk and the guided meditations are a perfect midday break. I have learned so much about how to live a healthier and better life. Learning a new habit takes time and focus and Shine will help you make self-care a new habit.",2019-03-21,"shine",422
"2780","Font size","https://itunes.apple.com/us/reviews/id85755082","autohog","2.2.0",1,"Too small - can’t enlarge",2019-03-21,"shine",25
"2781","Canceled and still got charged!","https://itunes.apple.com/us/reviews/id700264663","Jacquelyn529","2.2.0",1,"Canceled within the free trial Peru and still got charged.",2019-03-20,"shine",58
"2782","Shine is a great way to center myself","https://itunes.apple.com/us/reviews/id31419897","Amy Cray-cray","2.1.0",5,"I really love the Shine app. It’s very concise, while covering a lot of topics that I deal with every day. It’s as though the Shine community knows how I’m feeling and speaks to me on a personal level. And the app is not a day-long commitment to read everything they offer. I can turn to Shine at any time and find just the right message that I need at that moment. It’s an embarrassment of riches to be honest. I’m so lucky to have these people in my corner.",2019-03-20,"shine",459
"2783","I want to be an ambassador","https://itunes.apple.com/us/reviews/id27051230","LizzieWig","2.2.0",5,"I love shine everyday. I want to be an ambassador.",2019-03-20,"shine",50
"2784","Buyer Beware","https://itunes.apple.com/us/reviews/id670927104","Elizabeth Ann D1981","2.1.0",1,"If I could rate 0 stars, I would.  If you are thinking to upgrade to the premium version, think twice.  This company makes it impossible to cancel your subscription.  While the general message they provide is commendable, it is VERY elementary and basic.  I have emailed several times and have not received a response.  The phone number does not even work!  Is anyone actually working there?!  You also can’t manage your subscription on your app settings. I’m filing a complaint with the consumer protection agency.  Their actions ( or lack of) is very disreputable.",2019-03-19,"shine",566
"2785","Amazing","https://itunes.apple.com/us/reviews/id33094651","Thenuts454","2.1.0",5,"Just started this week and already know the impact this app will be making in my journey.",2019-03-19,"shine",89
"2786","Unable to try","https://itunes.apple.com/us/reviews/id576177163","rateaop","2.1.0",1,"Not enough info to try appt",2019-03-19,"shine",27
"2787","My favorite genuine routine app","https://itunes.apple.com/us/reviews/id192589281","AFL19","2.1.0",5,"I’ve tried every app it seems. Meditation, positivity, etc and it is not that I don’t like them it’s that I don’t go back. I love the focus on empowering women and I adore the fact that I can do a quick hit reminder type that’s easy To find the perfect theme any given day. Genuine messages for the authentic.",2019-03-19,"shine",309
"2788","Having trouble with nightcaps","https://itunes.apple.com/us/reviews/id38443402","Ewk2000","2.1.0",5,"Love the app but only gave it 3 stars.  Every night I listen to the nightcaps.  Helps me to go to sleep.  But after a while one by one they start to not work.  Have no idea why.  Also it would be great if they were updated once in a while",2019-03-19,"shine",238
"2789","Shining!","https://itunes.apple.com/us/reviews/id285519662","Shauna984","2.1.0",5,"I wish all articles had an audio option. However, I love this app. The design is simple to use and pleasing to the eye. The articles are great and inspiring. The meditations are guided with energetic voices behind them. I am hoping for more audio articles because I am on the go a lot but I was super excited to see them as an option as well!!! Keep up the good work!!! — I wish all articles had an audio option.",2019-03-18,"shine",412
"2790","What I thought about shine","https://itunes.apple.com/us/reviews/id286111231","Kumander Alibasbas","2.1.0",5,"Shine really helped me get back in touch with myself. It also helped me get through some rough patches in life. I leaned how to take care of myself again. 
Thank you so much for giving me such useful tools such as coping skills.
Really Thanks Shine team for putting me on the right path again.

MiMi Garcia <U+2764><U+FE0F><U+0001F48B><U+0001F308><U+0001F64F><U+0001F3FC><U+0001F469><U+0001F3FB><U+200D><U+0001F9B1>",2019-03-17,"shine",317
"2791","Set your goal to listen to “Shine” everyday!!","https://itunes.apple.com/us/reviews/id249796974","Tsells95","2.1.0",5,"This app helps me refocus each day and to remember “Don’t sweat the small stuff” instead of dwelling on everyday life. It will truly help put things into perspective and help you let go of all the negative and focus on the positive. I love the app and even set up daily reminders.",2019-03-17,"shine",280
"2792","I’ve tried many different apps and finally found the one for me.","https://itunes.apple.com/us/reviews/id453697519","xhuloooo","2.1.0",5,"I’ve only been through the gratitude track and I already know this is going to be an enjoyable experience. On top of that, I hate writing reviews so since I’m even writing this it must be serious lol. Great app guys.",2019-03-16,"shine",216
"2793","Not worth the cost - slow customer support","https://itunes.apple.com/us/reviews/id18392592","sekennedy1","2.1.0",1,"This app does not add value to my life and I would like a refund. Initially, I couldn’t even get it to “unlock”. Took 4
Days to hear from someone in the company.",2019-03-16,"shine",161
"2794","Best app!","https://itunes.apple.com/us/reviews/id279245439","Nellie Bishop","2.1.0",5,"I listen to this app every day on the way to work. It really gets me motivated and ready for the day! It has so many great tips that help me with healthy living, money problems, and so much more. I highly recommend this app!",2019-03-16,"shine",224
"2795","Money Greedy","https://itunes.apple.com/us/reviews/id589082803","AMH2500","2.1.0",1,"You get 5 things for free. This isn’t for bettering yourself. It’s for bettering their paychecks.",2019-03-16,"shine",97
"2796","What a God send","https://itunes.apple.com/us/reviews/id864905597","TKC76","2.1.0",5,"There were some glitches trying to buy the annual membership, but once I got it, OMG, what a difference this is making in my day. <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> I just want to spend my day soaking in the warmth of the Shine vibe. Thank you for creating this.",2019-03-15,"shine",234
"2797","Great way to start my day","https://itunes.apple.com/us/reviews/id17908104","Priscella_Styles","2.1.0",5,"The daily texts are my favorite.",2019-03-15,"shine",32
"2798","i kind of liked it at first","https://itunes.apple.com/us/reviews/id666990330","d garber","2.1.0",2,"i wish some articles and lessons were free because i don’t want to pay for them but i’m missing a part of the app, and when i’m checking in the messages show up 3 times instead of 1 and out of order",2019-03-14,"shine",198
"2799","Cant figure out how it works. $ for everything","https://itunes.apple.com/us/reviews/id138960607","Str8nate","2.1.0",1,"Wants me to pay for everything. Feels lime a scam. Free stuff doesn’t do anything",2019-03-14,"shine",81
"2800","My most used app","https://itunes.apple.com/us/reviews/id183891661","2twofirstnames","2.1.0",5,"Shine has excellent concepts which I use daily. 

It reminds me to practice gratitude and take care of myself during daily check ins. I like how it tells you your all time number of check ins, rather than a streak because if I miss a day (which I haven’t yet because it helps so much), I don’t feel guilty for ruining my streak. 

The guided meditation challenges are helpful because they give simple and relatable tips to focus on and practice. The 7 day challenges help keep me focused and working towards self care, mindfulness, and so much more. It’s even helpful for eating healthier and encouraging more exercise into your daily life. Those who record the tracks have very pleasant voices and I always feel better after listening. 

I ended up purchasing the app, and think it is well worth the cost. 

The only part I wish this app had, is a guided meditation to learn how to meditate silently.",2019-03-13,"shine",901
"2801","Lovely positive doable lessons!","https://itunes.apple.com/us/reviews/id32794063","Cinderoo","2.1.0",5,"I’ve been using Shine for several months. It is a excellent daily reminder with short lessons that teach one many ways to live your life in a loving, positive way toward your body, toward others and the universe. I’ve found that even if I know some of these things, I’m reminded in a very helpful way of how to  recommit to using simple techniques to enrich my life through knowledge and practice.",2019-03-13,"shine",397
"2802","Keeps me grounded","https://itunes.apple.com/us/reviews/id487914993","self care mama","2.1.0",5,"I have been using the app for a week.  It helps me stay focused on the day ahead, reach my goals, and practice self care.  I’ve started one challenge, and have begun listening to it in the car on the way to work. I also like the afternoon mantras. Just what I need when I get home from work and need inspiration not to just crash on my couch",2019-03-13,"shine",341
"2803","Amazed & delighted","https://itunes.apple.com/us/reviews/id140479831","rascalssillygirl","2.1.0",5,"I'm not young or climbing the corporate ladder. In fact  I'm 65 and retired, and ready to start something new. Other women have been on my heart the last few years. I've broken ground as a first several times & last time I looked, it's still a man's world, but it's starting to wear lace thanks to these ladies at shine. It makes my life Fuller and more beautiful. I want to start my own business and I can't tell enough women about shine. I've got my shine on every day now and every day is a new beginning. I'm grateful for every one of them. Luv Ya Shine!!!!",2019-03-13,"shine",561
"2804","Premium","https://itunes.apple.com/us/reviews/id116117338","2019messfest","2.1.0",1,"I want to love the app; but the “free” trial never let me check things out. Now I’ve been charged for premium and it doesn’t recognize that. So I paid for nothing. It’s been 4 days & it hasn’t been fixed yet. Please help!",2019-03-12,"shine",221
"2805","Unable to utilize all that comes with it EVEN with subscribing","https://itunes.apple.com/us/reviews/id433317052","Sienna Destiny","2.1.0",2,"I want to love this app, I feel as though it would be very beneficial in alleviating some mental & emotional stressors but for some reason I still don’t have access to listen to things despite having already subscribed..",2019-03-12,"shine",220
"2806","Peaceful","https://itunes.apple.com/us/reviews/id729777645","bbilling","2.1.0",5,"I am learning to meditate and practice self-care. I truly enjoy this app.",2019-03-12,"shine",73
"2807","Love this app","https://itunes.apple.com/us/reviews/id9636402","hikethekilt","2.1.0",4,"I’m not crazy about the new navigational scheme, but I love this app and the redesign so much otherwise. Give it a try - you won’t be disappointed. I used it for free for ages and still got so much from it.",2019-03-12,"shine",206
"2808","Life changer","https://itunes.apple.com/us/reviews/id173102146","SakuyaStarwind","2.1.0",5,"This is actually an easy way to get in your self-care, meditation, and mindfulness. I started with Shine when it was still a morning text service. I still love the texts, but the app makes it even better, and has some free meditations which are great! It’s fun to share with friends too and can change your whole perspective in just a minute or two. Planning to upgrade once they add more meditations.",2019-03-11,"shine",401
"2809","Doesn’t work","https://itunes.apple.com/us/reviews/id545012642","marshallgirl32","2.1.0",1,"I tried to get the free trial to see if I liked it and it continued to ask if I wanted to upgrade to get the full version. Charged me today and still won’t let me access anything but the free items and continues to ask me to upgrade. Would like to get my money back since I can’t even use the app after paying.",2019-03-10,"shine",310
"2810","Mr.","https://itunes.apple.com/us/reviews/id535451798","Johncbsr1","2.1.0",1,"Just learned this is operated by an all female group. I'm canceling.",2019-03-10,"shine",68
"2811","Wonderful","https://itunes.apple.com/us/reviews/id141512451","Izzy1912","2.1.0",5,"This app has really helped me on my mental/spiritual journey by keeping me grounded and coaching me with handling my emotions. Wonderful App!",2019-03-10,"shine",141
"2812","Just joined and I can’t access ANYTHING","https://itunes.apple.com/us/reviews/id105698856","pattieaustin","2.1.0",1,"Help.    I just joined annual on my Apple account and darned if I can access anything.    What the heck?",2019-03-10,"shine",104
"2813","Bummer","https://itunes.apple.com/us/reviews/id13828840","Martha Lilian","2.1.0",1,"I had wanted to treat myself to something nice so signed up for the annual subscription with free trial. I still can’t access the content and the response when I emailed was that it’ll be 2-3 business days which means half the free trial will be over. I had really been looking forward to this app too.",2019-03-09,"shine",302
"2814","Best App!","https://itunes.apple.com/us/reviews/id151037907","CisForCuriosity","2.1.0",5,"What they’ve done is genius! If your looking for a mindfulness app, but also something that has a a laidback vibe, this is it! I love how they have adapted everyday routines, like taking a coffee break or washing your makeup off at the end of the day, as an opportunity to help you stay present.",2019-03-09,"shine",295
"2815","Not impressed.","https://itunes.apple.com/us/reviews/id36030325","MK @ WI","2.1.0",1,"You have to pay for almost everything.",2019-03-09,"shine",38
"2816","Shine a light on me","https://itunes.apple.com/us/reviews/id558838042","Zephyr In The Sky","2.1.0",5,"This app is like when you’re outside and the sun is shining and instead of ignoring that fact you stop for a moment and let the sun shine on your face, with your eyes closed, and everything in that moment is just you and your sunshine.",2019-03-09,"shine",235
"2817","Great idea but can’t get help","https://itunes.apple.com/us/reviews/id100880538","K. in Ireland","2.1.0",1,"I’d love to try the premium package, but even when i sign up for the full deal (not even the one-month at $9.99) the app won’t let me access them. I reached out to customer service a week ago but no response. What a disappointment!",2019-03-09,"shine",231
"2818","Horrible IT Support","https://itunes.apple.com/us/reviews/id286506283","AliCLE","2.1.0",1,"Upgraded to premium - and cannot access features. I’ve reached out on two social media channels and three emails and no one has even replied. What a waste of money. Terrible customer experience.",2019-03-09,"shine",194
"2819","Love!","https://itunes.apple.com/us/reviews/id113511289","Neecyjo","2.1.0",5,"Daily checkins making my day so much better. Love hearing the latest Talk! Worth every penny for the premium!",2019-03-08,"shine",109
"2820","Nothing is working","https://itunes.apple.com/us/reviews/id642951249","Joplinan","2.1.0",1,"Please help. I can’t use any of the meditations even though it says i am subscribed. It’s locked?",2019-03-08,"shine",97
"2821","Great Day Starter","https://itunes.apple.com/us/reviews/id306795322","Tactraveler","2.1.0",5,"This app helps me get grounded in who I am - I LOVE starting my mornings (and sometimes ending my days) with Shine. Keep those amazing nuggets of love and wisdom coming, ladies!!",2019-03-08,"shine",178
"2822","I can’t unlock anything","https://itunes.apple.com/us/reviews/id74014215","Jimmy6753468","2.1.0",1,"I signed up for the free week trial, and all but a few options are still locked and say that I must sign up, but I already did! I can’t use anything to see if I like the app.",2019-03-08,"shine",174
